space	start	end	width	reads	gc	map	valid	ideal	cor.gc	cor.map	copy
chr1	112000001	112500000	500000	7224	0.434624	0.946484	TRUE	TRUE	1.03146044737134	1.01559369285179	0.0223233405473444
chr1	112500001	113000000	500000	6841	0.43206	0.906842	TRUE	TRUE	0.974790387001495	0.966504842538118	-0.049151134009852
chr1	113000001	113500000	500000	7199	0.440924	0.857116	TRUE	FALSE	1.03370833658209	1.03633576276784	0.0514914980057595
chr1	113500001	114000000	500000	7215	0.413718	0.8687	TRUE	FALSE	1.01840773501383	1.0166425703107	0.0238125477524919
chr1	114000001	114500000	500000	7178	0.385592	0.877915	TRUE	FALSE	1.00229575431279	0.998261289214156	-0.00251061267598609
chr1	114500001	115000000	500000	7140	0.43079	0.92231	TRUE	TRUE	1.0162634115565	1.00475149694252	0.00683872681685062
chr1	115000001	115500000	500000	7343	0.387778	0.898305	TRUE	FALSE	1.0262980379778	1.01868546192305	0.0267086613433084
chr1	115500001	116000000	500000	7410	0.411884	0.934598	TRUE	TRUE	1.04547995337645	1.03108558356771	0.0441640862116644
chr1	116000001	116500000	500000	7330	0.419806	0.927747	TRUE	TRUE	1.03671932137152	1.02373277617054	0.0338391793950935
chr1	116500001	117000000	500000	7196	0.415406	0.934202	TRUE	TRUE	1.01613899189671	1.00221965347335	0.00319873432946442
chr1	117000001	117500000	500000	6957	0.442456	0.902082	TRUE	TRUE	1.00023138475649	0.992323074807019	-0.0111181934900579
chr1	117500001	118000000	500000	6945	0.40994	0.90212	TRUE	TRUE	0.979292798401286	0.971545397550776	-0.0416466844692734
chr1	118000001	118500000	500000	7021	0.40558	0.938423	TRUE	TRUE	0.988909166542972	0.974644252338475	-0.0370523673500518
chr1	118500001	119000000	500000	7246	0.377858	0.929578	TRUE	TRUE	1.01000275380316	0.996992946168713	-0.00434479744886342
chr1	119000001	119500000	500000	6833	0.37629	0.882479	TRUE	FALSE	0.952117385972641	0.947408271085178	-0.0779418278641073
chr1	119500001	120000000	500000	7122	0.412134	0.909273	TRUE	TRUE	1.00490928325128	0.996055078931297	-0.00570257357393692
chr1	120000001	120500000	500000	7151	0.425506	0.912343	TRUE	TRUE	1.0136896332735	1.00418872764266	0.00603043547062808
chr1	120500001	121000000	500000	3146	-1	0.636091	FALSE	FALSE	0	0	0
chr1	121000001	121500000	500000	101538	-1	0.46187	FALSE	FALSE	0	0	0
chr1	121500001	122000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	122000001	122500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	122500001	123000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	123000001	123500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	123500001	124000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	124000001	124500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	124500001	125000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	125000001	125500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	125500001	126000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	126000001	126500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	126500001	127000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	127000001	127500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	127500001	128000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	128000001	128500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	128500001	129000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	129000001	129500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	129500001	130000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	130000001	130500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	130500001	131000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	131000001	131500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	131500001	132000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	132000001	132500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	132500001	133000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	133000001	133500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	133500001	134000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	134000001	134500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	134500001	135000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	135000001	135500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	135500001	136000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	136000001	136500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	136500001	137000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	137000001	137500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	137500001	138000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	138000001	138500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	138500001	139000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	139000001	139500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	139500001	140000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	140000001	140500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	140500001	141000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	141000001	141500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	141500001	142000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	142000001	142500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr1	142500001	143000000	500000	7379	-1	0.349254	FALSE	FALSE	0	0	0
chr1	143000001	143500000	500000	2767	-1	0.306423	FALSE	FALSE	0	0	0
chr1	143500001	144000000	500000	1583	-1	0.340683	FALSE	FALSE	0	0	0
chr1	144000001	144500000	500000	1278	-1	0.267251	FALSE	FALSE	0	0	0
chr1	144500001	145000000	500000	5918	-1	0.445091	FALSE	FALSE	0	0	0
chr1	145000001	145500000	500000	11767	0.418954	0.77459	TRUE	FALSE	1.66373633268017	1.81978340797934	0.863766749968506
chr1	145500001	146000000	500000	4047	-1	0.684163	FALSE	FALSE	0	0	0
chr1	146000001	146500000	500000	575	-1	0.336714	FALSE	FALSE	0	0	0
chr1	146500001	147000000	500000	7027	0.401916	0.849655	TRUE	FALSE	0.988757992706129	0.994930030110526	-0.0073330252733188
chr1	147000001	147500000	500000	6042	0.421954	0.842348	TRUE	FALSE	0.855188703765038	0.864535835186369	-0.210002329777263
chr1	147500001	148000000	500000	1629	0.423064	0.495785	TRUE	FALSE	0.230663070334277	0.754817308673465	-0.405800589210445
chr1	148000001	148500000	500000	708	-1	0.116778	FALSE	FALSE	0	0	0
chr1	148500001	149000000	500000	3089	-1	0.381055	FALSE	FALSE	0	0	0
chr1	149000001	149500000	500000	5491	-1	0.635949	FALSE	FALSE	0	0	0
chr1	149500001	150000000	500000	3580	-1	0.691612	FALSE	FALSE	0	0	0
chr1	150000001	150500000	500000	7316	0.434554	0.839356	TRUE	FALSE	1.0445392607881	1.05829206157967	0.0817378293853537
chr1	150500001	151000000	500000	7233	0.441578	0.83041	TRUE	FALSE	1.03916900460293	1.06028947997518	0.08445820281549
chr1	151000001	151500000	500000	6956	0.465386	0.840352	TRUE	FALSE	1.01812527135494	1.0307385364803	0.0436784161568608
chr1	151500001	152000000	500000	6961	0.447812	0.90231	TRUE	TRUE	1.00553354657221	0.997554721091812	-0.003532112016085
chr1	152000001	152500000	500000	6965	0.414476	0.887916	TRUE	FALSE	0.983291942407682	0.977494561103638	-0.0328394197723736
chr1	152500001	153000000	500000	6766	0.413722	0.913789	TRUE	TRUE	0.955031600960789	0.945828037756761	-0.0803501857697058
chr1	153000001	153500000	500000	7075	0.428868	0.913307	TRUE	TRUE	1.00532186261696	0.995722216609264	-0.00618477489919807
chr1	153500001	154000000	500000	6872	0.481642	0.851776	TRUE	FALSE	1.0176949666252	1.02277149665588	0.0324838601718577
chr1	154000001	154500000	500000	7101	0.456038	0.825777	TRUE	FALSE	1.03261474814343	1.05775594944581	0.081006800288292
chr1	154500001	155000000	500000	6677	0.48423	0.917615	TRUE	TRUE	0.99086242297344	0.980621250787882	-0.0282320686562845
chr1	155000001	155500000	500000	6706	0.482054	0.85517	TRUE	FALSE	0.993457404850938	0.996866876203296	-0.00452723807193402
chr1	155500001	156000000	500000	7007	0.457036	0.788199	TRUE	FALSE	1.01974300380775	1.09068738262547	0.125237649631121
chr1	156000001	156500000	500000	6840	0.504446	0.873864	TRUE	FALSE	1.03671415699489	1.03350502624707	0.0475454050421067
chr1	156500001	157000000	500000	6706	0.50409	0.921027	TRUE	TRUE	1.01594950544567	1.00472899927978	0.00680642268001162
chr1	157000001	157500000	500000	6946	0.438532	0.91249	TRUE	TRUE	0.995206055575275	0.985851640601743	-0.0205575410553868
chr1	157500001	158000000	500000	7404	0.407636	0.93066	TRUE	TRUE	1.04332250318642	1.02968384794385	0.0422014432161556
chr1	158000001	158500000	500000	7228	0.405832	0.880775	TRUE	FALSE	1.0181198485582	1.01338778701946	0.0191863472426493
chr1	158500001	159000000	500000	7062	0.372336	0.920367	TRUE	TRUE	0.983571061040391	0.972851573827736	-0.0397083824162528
chr1	159000001	159500000	500000	7147	0.390176	0.906936	TRUE	TRUE	1.00037653998514	0.991861803279119	-0.0117889718687693
chr1	159500001	160000000	500000	6783	0.431204	0.909143	TRUE	TRUE	0.96580407664353	0.957317409782368	-0.0629307484464062
chr1	160000001	160500000	500000	6951	0.451512	0.921075	TRUE	TRUE	1.00714438300397	0.99601044488689	-0.00576722336960158
chr1	160500001	161000000	500000	6888	0.431038	0.870486	TRUE	FALSE	0.980610721259212	0.978339169971825	-0.0315933904376621
chr1	161000001	161500000	500000	6323	0.476226	0.814335	TRUE	FALSE	0.932366815382107	0.965237968541523	-0.051043428453882
chr1	161500001	162000000	500000	6421	0.415426	0.839718	TRUE	FALSE	0.906706930335633	0.918388576992029	-0.122823397145801
chr1	162000001	162500000	500000	7296	0.42126	0.921019	TRUE	TRUE	1.03243281155226	1.02103208243476	0.0300281986763881
chr1	162500001	163000000	500000	7403	0.400574	0.909588	TRUE	TRUE	1.04113217122237	1.03189877946387	0.0453014615291482
chr1	163000001	163500000	500000	7698	0.378556	0.944684	TRUE	TRUE	1.07322165208122	1.05694187967358	0.0798960463402075
chr1	163500001	164000000	500000	7148	0.37363	0.922818	TRUE	TRUE	0.995717277347349	0.984326442970098	-0.0227912431937473
chr1	164000001	164500000	500000	7184	0.376078	0.907796	TRUE	TRUE	1.00099496795339	0.992367738818777	-0.0110532599015728
chr1	164500001	165000000	500000	7103	0.412594	0.948667	TRUE	TRUE	1.00233998053937	0.986679937604524	-0.0193459203525959
chr1	165000001	165500000	500000	7285	0.424948	0.955619	TRUE	TRUE	1.03238477169479	1.0155495519465	0.0222606351076078
chr1	165500001	166000000	500000	7016	0.418916	0.897384	TRUE	FALSE	0.991977600568688	0.984747499589371	-0.022174246246413
chr1	166000001	166500000	500000	6746	0.410618	0.876243	TRUE	FALSE	0.951452749010568	0.947987848129288	-0.0770595289663354
chr1	166500001	167000000	500000	7101	0.39333	0.923316	TRUE	TRUE	0.995781165202625	0.984280155596075	-0.0228590866775804
chr1	167000001	167500000	500000	7377	0.417984	0.943938	TRUE	TRUE	1.04261378549477	1.02689069094682	0.038282619804165
chr1	167500001	168000000	500000	7052	0.418192	0.910283	TRUE	TRUE	0.996771158796118	0.987804408495866	-0.0177026875185131
chr1	168000001	168500000	500000	7276	0.415916	0.916917	TRUE	TRUE	1.02758034692819	1.01709057947677	0.0244481676347671
chr1	168500001	169000000	500000	7383	0.394702	0.924851	TRUE	TRUE	1.03590408813256	1.02358889245896	0.0336363970764351
chr1	169000001	169500000	500000	7345	0.378728	0.912111	TRUE	TRUE	1.02405483612088	1.01450022367737	0.0207691831805265
chr1	169500001	170000000	500000	7381	0.381996	0.925471	TRUE	TRUE	1.0297810424799	1.01739786305878	0.0248839690814677
chr1	170000001	170500000	500000	6894	0.376112	0.893854	TRUE	FALSE	0.960591947679474	0.954065615975619	-0.0678396037223031
chr1	170500001	171000000	500000	7190	0.380918	0.922931	TRUE	TRUE	1.00292903406314	0.991430684257889	-0.0124161847359238
chr1	171000001	171500000	500000	7235	0.397368	0.896433	TRUE	FALSE	1.0162130095435	1.00894159848468	0.0128426679873704
chr1	171500001	172000000	500000	7237	0.397606	0.908789	TRUE	TRUE	1.01659085140512	1.00770349528774	0.0110712055002319
chr1	172000001	172500000	500000	7454	0.37829	0.912366	TRUE	TRUE	1.03912739820759	1.02938370468676	0.0417808497382191
chr1	172500001	173000000	500000	7681	0.384704	0.923434	TRUE	TRUE	1.07225948727824	1.05984725279503	0.0838563558127551
chr1	173000001	173500000	500000	7477	0.394716	0.893414	TRUE	FALSE	1.04909889642722	1.04203594200477	0.0594050400518987
chr1	173500001	174000000	500000	7412	0.39663	0.857126	TRUE	FALSE	1.04076659659049	1.04340720646444	0.061302302724605
chr1	174000001	174500000	500000	7362	0.378432	0.875622	TRUE	FALSE	1.02634311332229	1.02275176135726	0.0324560218010783
chr1	174500001	175000000	500000	6780	0.3877	0.846566	TRUE	FALSE	0.947569892389045	0.955357588064063	-0.0658872633448818
chr1	175000001	175500000	500000	6717	0.432464	0.932861	TRUE	TRUE	0.957450341654201	0.944561741022461	-0.0822829938208543
chr1	175500001	176000000	500000	6657	0.425206	0.946721	TRUE	TRUE	0.94351213852851	0.928971729896475	-0.106293401141364
chr1	176000001	176500000	500000	6988	0.380232	0.897645	TRUE	FALSE	0.974619356271222	0.967480156967095	-0.0476960230243623
chr1	176500001	177000000	500000	7030	0.404588	0.965239	TRUE	TRUE	0.989958724520106	0.972965564374735	-0.0395393494749523
chr1	177000001	177500000	500000	6884	0.405778	0.950271	TRUE	TRUE	0.969653652736634	0.954351257696346	-0.0674077338277051
chr1	177500001	178000000	500000	7098	0.40823	0.906343	TRUE	TRUE	1.00034910665151	0.99190850713053	-0.0117210412071593
chr1	178000001	178500000	500000	7398	0.389028	0.92187	TRUE	TRUE	1.0347486276746	1.02312784401895	0.032986427007396
chr1	178500001	179000000	500000	7242	0.408252	0.887237	TRUE	FALSE	1.02064937973821	1.01475272629448	0.0211282160703351
chr1	179000001	179500000	500000	7379	0.411432	0.855238	TRUE	FALSE	1.04098131974795	1.04452148123317	0.0628421626299047
chr1	179500001	180000000	500000	7223	0.40462	0.895483	TRUE	FALSE	1.01714439630024	1.01000167015029	0.0143576786360245
chr1	180000001	180500000	500000	7212	0.41405	0.919175	TRUE	TRUE	1.01806146748786	1.00723430442452	0.0103993243692805
chr1	180500001	181000000	500000	6884	0.408968	0.901843	TRUE	TRUE	0.970385779510199	0.96274237087798	-0.0547783092620004
chr1	181000001	181500000	500000	6990	0.449616	0.922917	TRUE	TRUE	1.01126510204746	0.999674305938227	-0.000469953742492911
chr1	181500001	182000000	500000	6891	0.417148	0.93081	TRUE	TRUE	0.973597553827246	0.960844542647682	-0.0576250621125645
chr1	182000001	182500000	500000	7110	0.425336	0.915704	TRUE	TRUE	1.00778557149445	0.997721063017193	-0.00329156314228336
chr1	182500001	183000000	500000	7395	0.413266	0.925031	TRUE	TRUE	1.04370781935741	1.03125842270124	0.0444059024757298
chr1	183000001	183500000	500000	7188	0.416954	0.921756	TRUE	TRUE	1.01548825193421	1.00410933632291	0.00591637126331284
chr1	183500001	184000000	500000	7353	0.405828	0.926178	TRUE	TRUE	1.03572618788444	1.02311010791633	0.032961417416237
chr1	184000001	184500000	500000	7184	0.399952	0.92588	TRUE	TRUE	1.01008779096289	0.997850353762791	-0.00310462208249572
chr1	184500001	185000000	500000	7169	0.39792	0.913235	TRUE	TRUE	1.00716545702584	0.997561461409711	-0.00352236398908542
chr1	185000001	185500000	500000	7326	0.384252	0.909905	TRUE	TRUE	1.02258583942777	1.01345760028346	0.0192857324749261
chr1	185500001	186000000	500000	7387	0.369932	0.913405	TRUE	TRUE	1.02815664314804	1.01832053538324	0.0261917480739273
chr1	186000001	186500000	500000	7535	0.365186	0.926944	TRUE	TRUE	1.04666305659514	1.0337370874446	0.0478693086023715
chr1	186500001	187000000	500000	7483	0.368946	0.922985	TRUE	TRUE	1.04109986552718	1.02915148779117	0.0414553579357741
chr1	187000001	187500000	500000	7157	0.356672	0.936838	TRUE	TRUE	0.989901539416745	0.975880995409821	-0.0352228669761925
chr1	187500001	188000000	500000	7079	0.357594	0.911979	TRUE	TRUE	0.979605428915471	0.970489183067172	-0.0432159619302026
chr1	188000001	188500000	500000	7412	0.34236	0.956131	TRUE	TRUE	1.01513338432871	0.998528413021658	-0.00212461489739826
chr1	188500001	189000000	500000	7206	0.342782	0.933584	TRUE	TRUE	0.987266384234139	0.973850314608749	-0.0382280545788183
chr1	189000001	189500000	500000	7178	0.340138	0.91265	TRUE	TRUE	0.981216895700758	0.971965268359579	-0.0410233325590189
chr1	189500001	190000000	500000	7333	0.339522	0.949506	TRUE	TRUE	1.00186265258198	0.98612735892652	-0.0201541113408473
chr1	190000001	190500000	500000	7647	0.3331	0.965721	TRUE	FALSE	0	0	0
chr1	190500001	191000000	500000	7450	0.339782	0.949055	TRUE	TRUE	1.01808084377742	1.00213600391945	0.00307831578377136
chr1	191000001	191500000	500000	7438	0.341534	0.929036	TRUE	TRUE	1.01798450145119	1.00496949382941	0.00715170859922499
chr1	191500001	192000000	500000	7613	0.344618	0.952989	TRUE	TRUE	1.04457308158885	1.02780914082316	0.0395723879247053
chr1	192000001	192500000	500000	7203	0.35042	0.935029	TRUE	TRUE	0.992439331729666	0.97869971057542	-0.031061821901236
chr1	192500001	193000000	500000	7609	0.374552	0.92599	TRUE	TRUE	1.06003123061731	1.04716301626563	0.0664860501494361
chr1	193000001	193500000	500000	7651	0.370056	0.937396	TRUE	TRUE	1.06495478432631	1.04976638078354	0.0700683004766211
chr1	193500001	194000000	500000	7407	0.35976	0.920352	TRUE	TRUE	1.02615847400628	1.01497824741916	0.0214488085170588
chr1	194000001	194500000	500000	7336	0.348604	0.935303	TRUE	TRUE	1.00952013930193	0.995495212759799	-0.0065137167058274
chr1	194500001	195000000	500000	7717	0.339918	0.942664	TRUE	TRUE	1.05469375841131	1.03894813206048	0.0551236316367629
chr1	195000001	195500000	500000	7278	0.339228	0.947858	TRUE	TRUE	0.994089742137166	0.978637741826016	-0.0311531725340833
chr1	195500001	196000000	500000	7282	0.344912	0.935699	TRUE	TRUE	0.999386081851567	0.985432084115359	-0.0211716505961188
chr1	196000001	196500000	500000	7248	0.344908	0.934115	TRUE	TRUE	0.994716811997135	0.981106203940047	-0.0275187794373791
chr1	196500001	197000000	500000	6659	0.353614	0.862406	TRUE	FALSE	0.919367614027993	0.919668662413074	-0.120813913275725
chr1	197000001	197500000	500000	7243	0.358692	0.948942	TRUE	TRUE	1.00288333690613	0.987187666325417	-0.0186037249566685
chr1	197500001	198000000	500000	7266	0.367088	0.909998	TRUE	TRUE	1.01012947849742	1.00109524068945	0.00157923364855361
chr1	198000001	198500000	500000	7465	0.364436	0.935963	TRUE	TRUE	1.03658824189904	1.02206650490499	0.0314890741375586
chr1	198500001	199000000	500000	7677	0.353558	0.960824	TRUE	TRUE	1.05987975283383	1.04209411075503	0.0594855722311997
chr1	199000001	199500000	500000	7563	0.35888	0.953979	TRUE	TRUE	1.0472940741969	1.03038453558942	0.0431828462011565
chr1	199500001	200000000	500000	7262	0.386006	0.886578	TRUE	FALSE	1.0141620847926	1.00841961148303	0.0120960807408542
chr1	200000001	200500000	500000	7498	0.413202	0.90586	TRUE	TRUE	1.05822948685213	1.04936419894359	0.0695154756464434
chr1	200500001	201000000	500000	7345	0.43051	0.89923	TRUE	FALSE	1.04518224318324	1.03729428034103	0.0528252447389577
chr1	201000001	201500000	500000	6899	0.502976	0.937562	TRUE	TRUE	1.0437079041231	1.02879196198257	0.0409512759538549
chr1	201500001	202000000	500000	7147	0.472562	0.91365	TRUE	TRUE	1.05102950631704	1.04092751765038	0.0578696137218756
chr1	202000001	202500000	500000	6725	0.460708	0.871237	TRUE	FALSE	0.981294377514763	0.978849351207523	-0.0308412544554592
chr1	202500001	203000000	500000	6892	0.450214	0.890979	TRUE	FALSE	0.997562658426183	0.991187270950839	-0.0127704347030538
chr1	203000001	203500000	500000	6900	0.481294	0.930578	TRUE	TRUE	1.02154383361923	1.00820468894267	0.0117885691391535
chr1	203500001	204000000	500000	6944	0.44686	0.859672	TRUE	FALSE	1.00223307949821	1.00361107979315	0.00520030319571423
chr1	204000001	204500000	500000	6884	0.485048	0.92629	TRUE	TRUE	1.02220211437264	1.00972553844905	0.0139631958199391
chr1	204500001	205000000	500000	6815	0.470264	0.952568	TRUE	TRUE	1.00072712546788	0.984708275503881	-0.0222317122675788
chr1	205000001	205500000	500000	6507	0.48067	0.901041	TRUE	TRUE	0.962862876999155	0.955375054783478	-0.0658608869184619
chr1	205500001	206000000	500000	5972	-1	0.759928	FALSE	FALSE	0	0	0
chr1	206000001	206500000	500000	2600	-1	0.412703	FALSE	FALSE	0	0	0
chr1	206500001	207000000	500000	6491	0.457674	0.867528	TRUE	FALSE	0.94511477796524	0.943838703120943	-0.0833877629381299
chr1	207000001	207500000	500000	7276	0.416328	0.934797	TRUE	TRUE	1.02770712869412	1.01352134676171	0.0193764751323215
chr1	207500001	208000000	500000	6798	0.395848	0.848949	TRUE	FALSE	0.954253559824665	0.960640605664679	-0.0579313032254825
